date,hospital_id,hospital_name,hospital_type,city,state,admissions,cholera_cases,typhoid_cases,gastroenteritis_cases,other_cases,bed_occupancy_rate,avg_patient_age,comorbidity_index,hospital_outbreak_flag,tenant_profile
12-02-2026,PUB_AIIMS_DEL,All India Institute of Medical Sciences (AIIMS),public,New Delhi,Delhi,96,4,11,10,71,0.66,29.5,2.55,1,default
13-02-2026,PUB_AIIMS_DEL,All India Institute of Medical Sciences (AIIMS),public,New Delhi,Delhi,96,5,9,17,65,0.74,39.3,2.5,1,default
14-02-2026,PUB_AIIMS_DEL,All India Institute of Medical Sciences (AIIMS),public,New Delhi,Delhi,86,4,13,7,62,0.96,34.1,1.32,1,default
15-02-2026,PUB_AIIMS_DEL,All India Institute of Medical Sciences (AIIMS),public,New Delhi,Delhi,86,5,5,14,62,0.85,51.6,1.38,1,default
16-02-2026,PUB_AIIMS_DEL,All India Institute of Medical Sciences (AIIMS),public,New Delhi,Delhi,108,6,7,20,75,0.82,53.4,1.67,1,default
17-02-2026,PUB_AIIMS_DEL,All India Institute of Medical Sciences (AIIMS),public,New Delhi,Delhi,97,1,12,11,73,0.65,53.4,2.41,1,default
18-02-2026,PUB_AIIMS_DEL,All India Institute of Medical Sciences (AIIMS),public,New Delhi,Delhi,94,3,8,4,79,0.83,28.0,2.47,1,default
19-02-2026,PUB_AIIMS_DEL,All India Institute of Medical Sciences (AIIMS),public,New Delhi,Delhi,74,2,9,8,55,0.6,33.8,1.68,1,default
24-08-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,80,5,9,5,61,0.65,36.5,1.53,1,default
25-08-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,72,1,7,4,60,0.99,22.0,1.52,1,default
26-08-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,55,2,2,7,44,0.92,26.1,1.89,0,default
27-08-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,76,2,7,6,61,0.82,22.8,0.61,1,default
28-08-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,55,2,0,2,51,0.62,35.4,2.2,0,default
29-08-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,65,3,3,11,48,0.66,28.0,1.18,1,default
30-08-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,47,0,0,2,45,0.9,32.4,1.95,0,default
31-08-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,58,1,4,5,48,0.85,24.8,2.55,0,default
01-09-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,80,4,6,7,63,0.81,32.0,2.35,0,default
02-09-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,54,2,5,1,46,0.69,55.0,2.43,0,default
03-09-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,63,1,4,1,57,0.6,31.9,2.37,0,default
04-09-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,73,2,0,7,64,0.74,29.6,2.58,0,default
05-09-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,68,4,1,6,57,0.79,41.5,0.85,0,default
06-09-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,65,3,5,5,52,0.78,40.1,1.8,0,default
07-09-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,56,2,1,2,51,0.67,45.4,1.44,0,default
08-09-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,63,3,5,5,50,0.6,26.8,1.02,0,default
09-09-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,68,1,2,7,58,0.78,32.1,1.89,0,default
10-09-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,59,2,6,3,48,0.82,45.3,2.24,0,default
11-09-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,56,2,2,3,49,0.92,24.9,2.67,0,default
12-09-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,51,1,4,3,43,0.79,29.0,2.6,0,default
13-09-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,77,5,8,4,60,0.84,28.1,1.35,1,default
14-09-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,63,2,2,7,52,0.93,51.0,1.9,0,default
15-09-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,76,5,5,6,60,0.81,30.4,1.82,0,default
16-09-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,78,1,7,2,68,0.74,29.6,1.94,1,default
17-09-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,69,3,2,2,62,0.74,40.6,1.7,0,default
18-09-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,69,2,5,7,55,0.73,47.0,1.16,0,default
19-09-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,64,4,3,3,54,0.61,41.2,2.79,0,default
20-09-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,109,28,27,42,12,0.89,27.5,1.16,1,default
21-09-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,79,7,4,7,61,0.89,44.7,0.78,1,default
22-09-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,108,41,25,42,0,1.0,32.7,1.25,1,default
23-09-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,105,30,29,34,12,0.94,54.9,1.47,1,default
24-09-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,111,29,27,40,15,0.99,29.9,1.56,1,default
25-09-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,123,47,26,53,0,0.79,23.8,1.01,1,default
26-09-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,135,38,27,47,23,1.0,47.7,1.45,1,default
27-09-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,89,26,29,27,7,0.95,30.2,1.45,1,default
28-09-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,111,28,29,40,14,0.78,36.4,2.34,1,default
29-09-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,103,40,22,33,8,0.99,40.1,1.03,1,default
30-09-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,118,29,33,50,6,0.91,34.9,1.55,1,default
01-10-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,118,41,35,52,0,0.89,35.9,2.31,1,default
02-10-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,76,2,7,8,59,0.86,19.4,2.26,1,default
03-10-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,82,4,6,5,67,0.94,23.3,1.89,0,default
04-10-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,65,2,0,8,55,0.69,34.7,1.12,0,default
05-10-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,62,2,2,2,56,0.9,33.7,2.54,0,default
06-10-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,74,3,2,6,63,0.97,52.9,1.54,0,default
07-10-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,57,1,6,5,45,0.85,50.7,0.9,0,default
08-10-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,54,0,3,1,50,0.85,60.8,2.7,0,default
09-10-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,54,0,3,4,47,0.66,43.8,2.51,0,default
10-10-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,62,0,3,2,57,0.62,27.8,2.74,0,default
11-10-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,74,2,5,6,61,0.86,45.0,0.96,0,default
12-10-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,63,2,3,2,56,0.69,43.1,1.78,0,default
13-10-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,75,3,7,0,65,0.94,43.5,2.59,1,default
14-10-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,71,2,2,6,61,0.88,22.4,1.28,0,default
15-10-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,60,0,2,1,57,0.65,54.1,1.33,0,default
16-10-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,73,4,4,8,57,0.62,47.2,0.74,0,default
17-10-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,48,0,0,4,44,0.63,45.2,1.17,0,default
18-10-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,73,4,3,2,64,0.95,53.6,1.07,0,default
19-10-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,56,2,2,3,49,0.65,46.8,1.75,0,default
20-10-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,56,2,0,5,49,0.68,31.2,1.97,0,default
21-10-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,58,2,1,5,50,0.8,52.8,2.05,0,default
22-10-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,62,1,1,3,57,0.9,48.7,1.01,0,default
23-10-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,72,3,6,1,62,0.77,60.5,1.95,0,default
24-10-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,59,0,3,2,54,0.83,25.6,2.73,0,default
25-10-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,74,1,8,4,61,0.76,28.0,1.37,1,default
26-10-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,64,2,4,7,51,0.63,25.8,1.08,0,default
27-10-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,61,3,5,2,51,0.88,25.3,2.27,0,default
28-10-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,77,3,3,7,64,0.66,36.6,0.76,0,default
29-10-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,78,1,3,6,68,0.66,52.1,1.92,0,default
30-10-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,47,1,0,1,45,0.92,22.6,1.96,0,default
31-10-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,59,2,1,4,52,0.87,19.8,1.5,0,default
01-11-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,73,4,5,3,61,0.99,53.5,1.56,0,default
02-11-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,64,1,4,6,53,0.95,21.0,2.78,0,default
03-11-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,60,0,0,3,57,0.91,39.1,2.72,0,default
04-11-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,69,2,5,6,56,0.96,51.8,1.07,0,default
05-11-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,68,2,2,2,62,0.83,27.1,2.04,0,default
06-11-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,58,1,1,4,52,0.71,26.1,0.79,0,default
07-11-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,75,2,7,7,59,0.94,43.3,2.77,1,default
08-11-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,55,1,2,4,48,0.63,43.9,2.29,0,default
09-11-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,70,0,0,8,62,0.67,43.0,1.94,0,default
10-11-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,63,1,5,2,55,0.91,43.6,0.97,0,default
11-11-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,71,0,3,6,62,0.94,43.7,0.81,0,default
12-11-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,57,1,1,2,53,0.91,26.9,2.06,0,default
13-11-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,56,1,1,5,49,0.88,38.4,2.24,0,default
14-11-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,50,1,0,2,47,0.68,38.2,1.94,0,default
15-11-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,65,0,2,4,59,0.82,45.7,0.81,0,default
16-11-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,69,2,5,4,58,0.82,38.5,0.68,0,default
17-11-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,67,1,3,2,61,0.94,37.5,0.9,0,default
18-11-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,68,1,0,5,62,0.64,40.5,2.12,0,default
19-11-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,60,0,1,5,54,0.85,39.5,1.43,0,default
20-11-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,52,1,1,1,49,0.69,35.2,0.85,0,default
21-11-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,83,2,14,5,62,0.9,48.9,2.6,1,default
22-11-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,66,2,8,2,54,0.78,59.4,1.09,1,default
23-11-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,77,4,8,5,60,0.74,25.5,2.75,1,default
24-11-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,78,1,7,4,66,0.96,29.2,1.34,1,default
25-11-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,77,0,3,2,72,0.83,26.8,1.3,0,default
26-11-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,65,1,5,0,59,0.87,41.2,1.77,0,default
27-11-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,68,2,6,4,56,0.97,27.6,1.33,0,default
28-11-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,55,2,0,2,51,0.71,57.8,2.04,0,default
29-11-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,70,2,9,3,56,0.94,49.5,2.58,1,default
30-11-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,54,1,1,4,48,0.75,28.0,0.91,0,default
01-12-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,64,1,3,5,55,0.95,50.3,2.52,0,default
02-12-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,44,1,1,4,38,0.69,49.9,0.8,0,default
03-12-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,55,1,4,1,49,0.9,24.0,1.92,0,default
04-12-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,123,46,36,39,2,0.9,43.9,0.9,1,default
05-12-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,68,1,6,3,58,0.64,26.2,2.42,0,default
06-12-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,106,39,31,42,0,0.76,36.8,1.63,1,default
07-12-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,112,43,31,43,0,1.0,34.1,2.71,1,default
08-12-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,115,42,23,51,0,0.94,42.8,2.77,1,default
09-12-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,106,33,21,45,7,1.0,40.1,0.75,1,default
10-12-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,123,32,39,42,10,0.9,49.2,1.05,1,default
11-12-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,104,33,25,43,3,0.93,31.2,2.44,1,default
12-12-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,127,40,36,46,5,0.79,51.6,0.76,1,default
13-12-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,82,3,6,7,66,0.78,23.4,1.26,0,default
14-12-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,76,4,7,4,61,0.61,22.9,1.41,1,default
15-12-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,125,40,42,47,0,0.98,29.1,0.71,1,default
16-12-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,65,1,0,2,62,0.89,33.0,1.33,0,default
17-12-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,76,3,2,7,64,0.71,43.7,1.49,0,default
18-12-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,62,4,2,3,53,0.71,27.7,1.93,0,default
19-12-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,80,4,8,6,62,0.68,26.8,2.31,1,default
20-12-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,73,1,9,3,60,0.76,49.2,1.26,1,default
21-12-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,66,4,1,5,56,0.91,36.9,1.23,0,default
22-12-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,56,2,0,4,50,0.72,58.9,2.7,0,default
23-12-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,51,1,1,1,48,0.84,44.2,0.88,0,default
24-12-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,63,2,5,4,52,0.62,31.4,2.59,0,default
25-12-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,66,1,2,4,59,0.59,43.3,0.77,0,default
26-12-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,56,1,1,2,52,0.78,49.4,0.65,0,default
27-12-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,76,2,6,6,62,0.64,41.2,2.71,0,default
28-12-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,68,0,2,1,65,0.75,31.6,2.19,0,default
29-12-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,78,3,1,6,68,0.62,42.3,1.09,0,default
30-12-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,66,2,0,4,60,0.79,38.7,1.54,0,default
31-12-2025,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,60,0,0,3,57,0.91,21.0,1.83,0,default
01-01-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,82,1,6,4,71,0.66,37.3,0.85,0,default
02-01-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,81,3,7,5,66,0.76,51.5,1.7,1,default
03-01-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,54,1,3,2,48,0.71,27.9,1.56,0,default
04-01-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,63,2,0,4,57,0.76,43.9,1.24,0,default
05-01-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,61,2,2,4,53,0.83,30.0,2.2,0,default
06-01-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,63,2,3,5,53,0.91,51.7,0.89,0,default
07-01-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,69,1,9,1,58,0.74,30.5,2.69,1,default
08-01-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,67,3,6,6,52,0.83,46.5,2.78,0,default
09-01-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,49,2,2,4,41,0.62,47.6,1.18,0,default
10-01-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,75,5,3,3,64,0.87,57.4,1.46,0,default
11-01-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,63,0,2,4,57,0.66,41.1,2.56,0,default
12-01-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,63,2,2,2,57,0.88,40.6,1.92,0,default
13-01-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,51,2,2,3,44,0.93,42.4,1.8,0,default
14-01-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,68,0,1,4,63,0.7,56.6,0.93,0,default
15-01-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,113,37,32,35,9,0.94,46.7,2.75,1,default
16-01-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,125,49,38,42,0,0.99,41.1,1.43,1,default
17-01-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,116,40,26,44,6,0.88,35.5,1.49,1,default
18-01-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,118,38,29,38,13,0.98,39.9,1.4,1,default
19-01-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,108,41,34,36,0,0.78,33.4,1.93,1,default
20-01-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,115,37,34,40,4,0.93,40.5,0.84,1,default
21-01-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,104,34,29,45,0,1.0,55.8,1.63,1,default
22-01-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,115,32,29,40,14,1.0,25.2,2.41,1,default
23-01-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,67,1,2,3,61,0.67,41.1,0.96,0,default
24-01-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,118,40,39,50,0,0.89,52.8,1.35,1,default
25-01-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,123,41,42,47,0,0.89,29.2,0.67,1,default
26-01-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,82,4,10,5,63,0.66,17.5,0.85,1,default
27-01-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,74,3,14,4,53,0.71,30.5,2.5,1,default
28-01-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,74,3,3,4,64,0.96,41.3,2.25,0,default
29-01-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,71,4,4,5,58,0.73,26.1,2.69,0,default
30-01-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,63,4,2,6,51,0.91,29.0,2.62,0,default
31-01-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,66,1,3,4,58,0.64,22.7,0.85,0,default
01-02-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,66,2,4,4,56,0.9,42.9,1.14,0,default
02-02-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,69,2,8,2,57,0.99,56.7,1.12,1,default
03-02-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,71,2,6,5,58,0.68,38.6,1.58,0,default
04-02-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,70,2,7,3,58,0.83,39.9,1.73,1,default
05-02-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,70,2,1,4,63,0.78,29.1,1.19,0,default
06-02-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,77,3,6,4,64,0.71,21.7,2.4,0,default
07-02-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,68,2,2,4,60,0.71,32.3,2.14,0,default
08-02-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,80,2,12,5,61,1.0,31.3,1.42,1,default
09-02-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,73,5,2,5,61,0.95,35.1,2.06,0,default
10-02-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,58,1,4,5,48,0.84,30.9,1.42,0,default
11-02-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,70,2,5,8,55,0.78,43.5,2.14,0,default
12-02-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,86,3,16,9,58,0.83,59.6,0.89,1,default
13-02-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,62,0,3,5,54,0.64,29.9,2.12,0,default
14-02-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,74,2,5,8,59,0.76,31.8,1.56,0,default
15-02-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,66,0,2,4,60,0.6,39.5,1.44,0,default
16-02-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,62,2,3,3,54,0.84,44.6,2.46,0,default
17-02-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,67,3,6,2,56,0.78,45.8,2.5,0,default
18-02-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,56,1,2,7,46,0.67,36.4,2.07,0,default
19-02-2026,PUB_PGIMER_CHD,PGIMER,public,Chandigarh,Chandigarh,66,1,1,4,60,0.8,45.2,2.14,0,default
24-08-2025,PUB_CMC_VEL,Christian Medical College,public,Vellore,Tamil Nadu,60,2,1,8,49,0.68,32.9,1.71,0,default
25-08-2025,PUB_CMC_VEL,Christian Medical College,public,Vellore,Tamil Nadu,89,6,5,8,70,0.84,21.5,2.2,1,default
26-08-2025,PUB_CMC_VEL,Christian Medical College,public,Vellore,Tamil Nadu,68,4,2,9,53,0.74,43.3,1.28,0,default
27-08-2025,PUB_CMC_VEL,Christian Medical College,public,Vellore,Tamil Nadu,88,6,10,9,63,0.96,17.0,0.91,1,default
28-08-2025,PUB_CMC_VEL,Christian Medical College,public,Vellore,Tamil Nadu,79,10,11,12,46,1.0,39.2,1.1,1,default
29-08-2025,PUB_CMC_VEL,Christian Medical College,public,Vellore,Tamil Nadu,66,3,4,9,50,0.79,49.4,2.38,0,default
30-08-2025,PUB_CMC_VEL,Christian Medical College,public,Vellore,Tamil Nadu,82,8,12,7,55,0.86,42.4,2.17,1,default
31-08-2025,PUB_CMC_VEL,Christian Medical College,public,Vellore,Tamil Nadu,77,14,5,14,44,0.63,42.8,1.23,1,default
01-09-2025,PUB_CMC_VEL,Christian Medical College,public,Vellore,Tamil Nadu,67,6,6,10,45,0.64,28.0,1.4,1,default
02-09-2025,PUB_CMC_VEL,Christian Medical College,public,Vellore,Tamil Nadu,77,9,7,13,48,0.72,50.3,1.39,1,default
03-09-2025,PUB_CMC_VEL,Christian Medical College,public,Vellore,Tamil Nadu,88,6,3,10,69,0.62,41.4,1.93,1,default
04-09-2025,PUB_CMC_VEL,Christian Medical College,public,Vellore,Tamil Nadu,75,6,3,5,61,0.7,23.3,1.11,1,default
